rawEeg
42
60
85
71
51
56
55
83
52
61
18
44
-3
16
-29
5
0
-6
-17
4
44
37
-9
-7
35
81
50
9
7
54
25
-36
34
20
35
40
56
81
96
73
61
53
28
86
67
16
6
9
44
12
-10
23
72
71
27
22
35
65
9
-9
-1
-6
-14
-35
-19
-24
25
56
25
36
9
18
54
72
66
35
40
49
5
28
36
56
53
64
80
73
69
33
67
56
60
37
54
57
28
8
28
24
53
26
-10
7
54
48
27
6
-37
23
54
21
-34
10
19
4
-57
-56
34
73
87
16
45
54
39
35
34
32
42
16
6
19
64
48
42
11
25
72
24
22
54
53
-3
-22
-12
20
50
7
-9
-9
64
76
-2
-1
58
55
44
52
28
34
54
37
56
81
60
34
51
44
106
71
52
40
85
68
68
21
38
38
57
36
-34
-14
25
-23
3
29
71
97
24
-44
-6
4
22
50
36
65
92
33
-28
-8
27
42
24
-9
22
64
84
17
2
41
45
11
-3
5
45
53
20
-18
16
17
65
38
53
42
55
17
50
61
73
41
-2
17
34
27
11
10
23
54
17
-4
13
49
67
32
2
27
92
89
36
43
43
90
58
41
19
51
70
10
40
65
73
33
36
18
45
48
61
27
3
74
72
52
21
-8
-42
-147
-234
-183
-91
-62
-28
-25
-27
24
49
27
26
52
53
66
-12
39
7
9
-33
-2
25
83
64
38
39
88
98
60
66
86
130
74
83
109
104
88
42
40
87
80
19
21
17
43
33
0
5
70
61
68
48
43
70
48
21
-7
26
66
48
6
20
92
86
49
22
57
107
123
87
39
53
108
75
51
21
41
80
43
25
51
21
73
8
2
82
69
49
23
48
38
0
-12
-11
29
64
41
-9
36
68
92
10
-9
40
57
10
-20
-22
3
19
-24
-29
12
75
9
-33
-14
22
34
13
34
38
27
6
-17
18
49
80
3
16
34
55
27
36
17
73
44
28
1
35
59
44
8
27
56
81
18
22
59
102
67
40
4
53
66
-54
-19
-109
-166
-186
-198
-147
-49
-9
-4
7
45
104
99
73
41
48
105
86
42
50
112
124
70
50
21
86
74
32
36
56
77
76
-25
0
3
22
-116
-98
-28
1
-30
-23
-8
52
99
42
52
56
82
36
4
17
74
70
55
53
59
92
81
71
42
9
68
-18
-67
-34
26
17
32
38
71
76
73
51
51
100
124
83
43
56
98
71
44
26
40
71
7
12
54
80
69
13
21
23
0
28
1
51
82
51
23
25
57
70
45
38
12
72
58
21
-12
-18
25
27
-12
0
74
52
26
-85
141
297
400
375
374
311
261
140
65
43
40
12
-17
-53
-20
12
-40
-105
-94
-68
-53
-70
-116
-97
-8
-18
-60
-43
28
-23
3
-45
-20
35
6
-69
1
-17
58
-2
-66
-1
68
17
-9
27
21
20
12
17
1
-7
80
0
-61
-30
66
26
27
-13
25
74
24
33
-21
13
33
-92
-60
-120
35
-42
-10
-34
9
23
51
41
90
68
87
36
48
45
55
49
3
88
100
112
35
17
21
106
28
27
92
85
70
29
122
70
82
67
19
33
89
80
33
9
-4
66
7
10
-2
76
73
38
17
49
49
74
-1
10
52
84
6
-4
16
73
34
-5
4
52
49
48
39
48
5
24
23
-5
38
58
66
4
33
73
48
-8
-13
28
57
1
12
-4
8
42
26
26
27
80
48
-23
19
69
82
18
6
8
-6
67
-62
-142
-105
20
-46
-50
17
51
5
-36
-1
48
104
51
36
58
106
58
43
38
109
136
59
29
7
98
81
22
-10
42
90
75
19
7
87
81
33
-23
2
80
24
20
-38
23
37
37
67
35
52
107
40
35
43
64
-10
34
72
145
171
129
103
122
96
81
35
0
27
65
26
4
-22
26
21
-13
-9
6
16
7
-13
-6
37
33
17
-8
16
64
98
5
-30
1
56
128
157
86
99
80
57
38
23
35
8
-22
-21
-21
1
5
0
6
0
-33
-6
9
21
64
33
29
-8
35
13
-14
-4
17
80
49
22
-58
96
85
84
38
82
112
53
0
29
64
45
37
50
44
72
50
18
0
33
-4
2
-22
19
44
10
-24
-52
-27
116
188
177
186
168
75
54
37
24
52
-7
-26
-17
41
4
-41
-49
-28
21
-8
-68
-55
19
32
-25
1
16
40
33
-1
20
52
64
2
-28
12
74
50
23
-1
55
44
8
-44
-77
-51
-122
-231
-140
-88
-11
39
-60
-39
26
40
2
8
58
149
150
77
43
60
69
25
52
105
151
169
91
44
100
92
32
-19
29
84
99
72
34
6
57
-7
-20
27
